RED_IZO;IČO;Zřizovatel;Území;ORP;Plný název;Zkrácený název - NÁZEV ŠKOLY DO DATABÁZE (pro generování adresy na obálky);NÁZEV DO ROLOVACÍHO VÝBĚRU;ULICE + POPISNÉ ČÍSLO DO DATABÁZE;Ulice;č.p.;č.or.;č.obce;PSČ;Město + č.p. u malých obcí bez ulic - DO ADRESY;Město (SLOUPEC ZACHOVÁN KVŮLI VZORCŮM);Telefon;Fax;Email 1;Email 2;WWW;ID datové schránky;Ředitel;X;je OVM;
600017648; 00842702;7;CZ0806;8119;Wichterlovo gymnázium, Ostrava-Poruba, příspěvková organizace;Wichterlovo gymnázium;Ostrava – Wichterlovo gymnázium;Čs. exilu 669/16;Čs. exilu;669;16;Poruba;70800;Ostrava;Ostrava;733 164 856;596 910 135;reditel@wigym.cz;;http://www.wigym.cz;4rkgj8n;Mgr. Jan Netolička;C00;ANO;
600009297; 49753771;7;CZ0412;4106;Gymnázium Ostrov, příspěvková organizace;Gymnázium Ostrov;Ostrov – Gymnázium Ostrov;Studentská 1205;Studentská;1205;;Ostrov;36301;Ostrov;Ostrov;353 612 753;353 612 571;safranek@gymostrov.eu;vaicova@gymostrov.eu;http://www.gymostrov.cz;4mcubdc;Mgr. Jaroslav Šafránek;C00;ANO;
600014312; 61716693;7;CZ0724;7205;Gymnázium Otrokovice;Gymnázium;Otrokovice – Gymnázium tř. Spojenců;tř. Spojenců 907;tř. Spojenců;907;;Otrokovice;76502;Otrokovice;Otrokovice;577 925 054;577 926 230;gymnazium@gyotr.cz;;www.gyotr.cz;j4vjmja;Mgr. Ivo Kramář;C00;ANO;
600014495; 00128198;7;CZ0724;7205;Střední průmyslová škola Otrokovice;Střední průmyslová škola Otrokovice;Otrokovice – Střední průmyslová škola Otrokovice;tř. Tomáše Bati 1266;tř. Tomáše Bati;1266;;Otrokovice;76502;Otrokovice;Otrokovice;577 925 303;není;skola@spsotrokovice.cz;;www.spsotrokovice.cz;9vmuwzh;Mgr. Libor Basel, MBA;C00G40H22L11L13M10;ANO;
691007551; 03620280;2;CZ0633;6109;Gymnázium Pacov;Gymnázium Pacov;Pacov – Gymnázium Pacov;Hronova 1079;Hronova;1079;;Pacov;39501;Pacov;Pacov;565 442 911;není;gpacov@iol.cz;;http://www.gpacov.cz/;bgjuu72;Mgr. Josef Novák;C00;ANO;
600012298; 64827364;5;CZ0532;5309;Anglické gymnázium, Střední odborná škola a Vyšší odborná škola, s.r.o.;Anglické gymnázium, SOŠ a VOŠ, s.r.o.;Pardubice – Anglické gymnázium, SOŠ a VOŠ, s.r.o.;Gorkého 867;Gorkého;867;;Zelené Předměstí;53002;Pardubice;Pardubice;466 303 105;466 303 105;info@agys.cz;;http://www.agys.cz;;Ing. Josef Krčil;C00E00;ANO;
600012310; 48160989;7;CZ0532;5309;Gymnázium, Pardubice, Dašická 1083;Gymnázium;Pardubice – Gymnázium Dašická;Dašická 1083;Dašická;1083;;Bílé Předměstí;53003;Pardubice;Pardubice;466 650 715;není;info@gypce.cz;;http://www.gypce.cz;ybasypz;Mgr. Luděk Burian;C00L11;ANO;
600012425; 48161063;7;CZ0532;5309;Gymnázium, Pardubice, Mozartova 449;Gymnázium;Pardubice – Gymnázium Mozartova;Mozartova 449;Mozartova;449;;Polabiny;53009;Pardubice;Pardubice;466 412 839;466 412 838;gymozart@gymozart.cz;reditel@gymozart.cz;http://www.gymozart.cz;ne6syxq;Mgr. Marek Výborný;C00L11;ANO;
600012409; 48161012;7;CZ0532;5309;Sportovní gymnázium, Pardubice, Dašická 268;Sportovní gymnázium;Pardubice – Sportovní gymnázium;Dašická 268;Dašická;268;;Bílé Předměstí;53003;Pardubice;Pardubice;466 650 687;není;sgpce@sgpce.cz;novak@sgpce.cz;www.sgpce.cz;9xpwkq4;PaedDr. Radim Novák;C00;ANO;
600012433; 48161179;7;CZ0532;5309;Střední průmyslová škola chemická Pardubice;Střední průmyslová škola chemická;Pardubice – Střední průmyslová škola chemická;Poděbradská 94;Poděbradská;94;;Polabiny;53009;Pardubice;Pardubice;464 629 668;464 629 667;spsch@spsch.cz;;http://www.spsch.cz;phzsyp7;Ing. Jan Ptáček;C00L11;ANO;
600008436; 62540009;7;CZ0633;6110;Gymnázium a Obchodní akademie Pelhřimov;Gymnázium a Obchodní akademie;Pelhřimov – Gymnázium a Obchodní akademie;Jirsíkova 244;Jirsíkova;244;;Pelhřimov;39301;Pelhřimov;Pelhřimov;565 301 940;565 325 654;info@gyoa.cz;petrak@gyoa.cz;www.gyoa.cz;yckt32r;Mgr. Aleš Petrák;C00;ANO;
600008541; 60869020;7;CZ0314;3108;Gymnázium, Písek, Komenského 89;Gymnázium;Písek – Gymnázium Komenského;Komenského 89/20;Komenského;89;20;Budějovické Předměstí;39701;Písek;Písek;382 214 913;382 219 320;info@gymna-pi.cz;drnec.michal@gymna-pi.cz;http://www.gymna-pi.cz;jkekafb;Mgr. Michal Drnec;C00;ANO;
600009793; 70838534;7;CZ0325;3206;Gymnázium a Střední odborná škola, Plasy;Gymnázium a Střední odborná škola, Plasy;Plasy – Gymnázium a Střední odborná škola, Plasy;Školní 280;Školní;280;;Plasy;33101;Plasy;Plasy;373 322 115;373 322 116;info@gsplasy.cz;;http://www.gsplasy.cz;mcdkpef;Mgr. Markéta Lorenzová;C00H22L11;ANO;
600009611; 40527867;6;CZ0323;3209;Církevní gymnázium Plzeň;Církevní gymnázium;Plzeň – Církevní gymnázium;Mikulášské náměstí 509/15;Mikulášské náměstí;509;15;Východní Předměstí;32600;Plzeň;Plzeň;377 248 816;377 245 232;info@cg-plzen.cz;petricek@cg-plzen.cz;http://www.cirkevni-gymnazium.cz;;Mgr. Daniel Petříček;C00L11;ANO;
600009637; 25209957;5;CZ0323;3209;Gymnázium Františka Křižíka a základní škola, s.r.o.;Gymnázium Františka Křižíka a ZŠ, s.r.o.;Plzeň – Gymnázium Františka Křižíka a ZŠ, s.r.o.;Sokolovská 1165/54;Sokolovská;1165;54;Bolevec;32300;Plzeň;Plzeň;377 925 711;377 925 712;gfk@gfk-plzen.cz;gfk@krizik.eu;http://www.krizik.eu;6qr9bzk;Mgr. Šárka Chvalová;B00C00G21;ANO;
600009548; 49778102;7;CZ0323;3209;Gymnázium Luďka Pika, Plzeň, Opavská 21;Gymnázium Luďka Pika;Plzeň – Gymnázium Luďka Pika;Opavská 823/21;Opavská;823;21;Doubravka;31200;Plzeň;Plzeň;377 183 311;není;gop@gop.pilsedu.cz;;http://www.gop.pilsedu.cz;2dbitwz;Mgr. Aleš Janoušek;C00L11;ANO;
600009556; 49778145;7;CZ0323;3209;Gymnázium, Plzeň, Mikulášské nám. 23;Gymnázium;Plzeň – Gymnázium Mikulášské náměstí;Mikulášské náměstí 808/23;Mikulášské náměstí;808;23;Východní Předměstí;32600;Plzeň;Plzeň;377 226 564 ,731651845;377 325 149;kontakt@mikulasske.cz;petr.mazanec@mikulasske.cz;http://www.mikulasske.cz;k88gwuy;Mgr. Petr Mazanec;C00;ANO;
600009530; 49778099;7;CZ0323;3209;Masarykovo gymnázium, Plzeň, Petákova 2;Masarykovo gymnázium;Plzeň – Masarykovo gymnázium;Petákova 2055/2;Petákova;2055;2;Jižní Předměstí;30100;Plzeň;Plzeň;377 270 692;377 235 705;vastlz@mgplzen.cz;mg@mgplzen.cz;http://www.mgplzen.cz;3degj2z;Ing. Olga Matějková;C00G22L13;ANO;
600009459; 49778137;7;CZ0323;3209;Sportovní gymnázium Plzeň;Sportovní gymnázium Plzeň;Plzeň – Sportovní gymnázium Plzeň;Vejprnická 663/56;Vejprnická;663;56;Skvrňany;31800;Plzeň;Plzeň;378 605 711 ,378605713;378 605 741;posta@sgpilsen.cz;majerova@sgpilsen.cz;http://www.sgpilsen.cz;umcxq8a;Mgr. Milena Majerová;C00;ANO;
600011003; 18380824;7;CZ0424;4210;Gymnázium a Střední odborná škola, Podbořany, příspěvková organizace;Gymnázium a Střední odborná škola;Podbořany – Gymnázium a Střední odborná škola;Kpt. Jaroše 862;Kpt. Jaroše;862;;Podbořany;44101;Podbořany;Podbořany;415 237 710;415 214 275;marhold@gsospodborany.cz;skola@gsospodborany.cz;www.gsospodborany.cz;zedvhcn;Ing. Bc. Jiří Marhold;C00H22L11;ANO;
600007570; 62994638;5;CZ0208;2119;EKO Gymnázium a Střední odborná škola Multimediálních studií;EKO Gymnázium a SOŠ Multimediál. studií;Poděbrady – EKO Gymnázium a SOŠ Multimediál. studií;Jiřího náměstí 1/8;Jiřího náměstí;1;8;Poděbrady I;29001;Poděbrady;Poděbrady;325 615 014;není;eko@ekopodebrady.cz;;http://www.ekopodebrady.cz;t6a77fw;Ing. Zbyněk Lukavec;C00;ANO;
600007553; 62444042;7;CZ0208;2119;Gymnázium Jiřího z Poděbrad, Poděbrady, Studentská 166;Gymnázium Jiřího z Poděbrad;Poděbrady – Gymnázium Jiřího z Poděbrad;Studentská 166/9;Studentská;166;9;Poděbrady II;29001;Poděbrady;Poděbrady;325 600 911;325 600 933;gymnazium@gjp.cz;hercog@gjp.cz;www.gjp.cz;dxsxdjc;RNDr. Kamil Bříza;C00;ANO;
600012859; 62032178;7;CZ0533;5310;Gymnázium, Polička, nábřeží Svobody 306;Gymnázium;Polička – Gymnázium nábř. Svobody;nábř. Svobody 306;nábř. Svobody;306;;Horní Předměstí;57201;Polička;Polička;461 722 102;461 724 626;info@gympolicka.cz;;http://www.gympolicka.cz;yusxjb9;Mgr. Josef Dvořák;C00L13;ANO;
651028922; 71340769;5;CZ0101;1101;1. Slovanské gymnázium a jazyková škola s právem státní jazykové zkoušky;1. Slovanské gymnázium a jazyková škola;Praha 1 – 1. Slovanské gymnázium a jazyková škola;Masná 700/13;Masná;700;13;Staré Město;11000;Praha 1;Praha 1;602 884 576;235 511 921;info@slovgym.cz;studium@slovgym.czpergler.t@centrum.cz;http://www.slovgym.cz;cpxczm8;Doc. Taťjana Pergler, Ph.D.;C00F20;ANO;
600004708; 70872503;7;CZ0101;1101;Akademické gymnázium, škola hlavního města Prahy, Praha 1, Štěpánská 22;Akademické gymnázium;Praha 1 – Akademické gymnázium;Štěpánská 614/22;Štěpánská;614;22;Nové Město;11000;Praha 1;Praha 1;221 421 933;221 421 957;agstepanska@agstepanska.cz;milan.sterba@agstepanska.cz;www.agstepanska.cz;tvs2svs;PaedDr. Milan Štěrba;C00;ANO;
651037026; 28228235;5;CZ0101;1101;Anglicko-české gymnázium AMAZON s.r.o.;Anglicko-české gymnázium AMAZON s.r.o.;Praha 1 – Anglicko-české gymnázium AMAZON s.r.o.;Rytířská 406/10;Rytířská;406;10;Staré Město;11000;Praha 1;Praha 1;224 234 826 ,603418675;není;eva.kudrnova@acga.cz;info@acga.cz;http://www.gymnazium-amazon.cz;;Eva Kudrnová;C00;ANO;
600004546; 60446218;7;CZ0101;1101;Gymnázium Jiřího Gutha-Jarkovského, Praha 1, Truhlářská 22;Gymnázium J.G.Jarkovského;Praha 1 – Gymnázium J.G.Jarkovského;Truhlářská 1120/22;Truhlářská;1120;22;Nové Město;11000;Praha 1;Praha 1;224 816 816;224 816 816;info@truhla.cz;;www.truhla.cz;tjrz8it;PhDr. Jitka Kendíková;C00;ANO;
600004589; 70872767;7;CZ0101;1101;Gymnázium Jana Nerudy, škola hlavního města Prahy, Praha 1, Hellichova 3;Gymnázium Jana Nerudy, škola hl.m. Prahy;Praha 1 – Gymnázium Jana Nerudy, škola hl.m. Prahy;Hellichova 457/3;Hellichova;457;3;Malá Strana;11800;Praha 1;Praha 1;257 404 810 ,724195057;není;gjn@gjn.cz;wienerova@gjn.cz;http://www.gjn.cz;;PhDr. Zuzana Wienerová;C00;ANO;
600004635; 25119702;5;CZ0101;1101;GYMNÁZIUM JANA PALACHA PRAHA 1, s.r.o.;GYMNÁZIUM JANA PALACHA PRAHA 1, s.r.o.;Praha 1 – GYMNÁZIUM JANA PALACHA PRAHA 1, s.r.o.;Pštrossova 203/13;Pštrossova;203;13;Nové Město;11000;Praha 1;Praha 1;224 223 623;222 240 927;info@gjp1.cz;michal.musil@gjp1.cz;www.gjp1.cz;in69b3t;Mgr. Michal Musil;C00;ANO;
600004694; 60449004;7;CZ0101;1101;Gymnázium prof. Jana Patočky, Praha 1, Jindřišská 36;Gymnázium prof. Jana Patočky;Praha 1 – Gymnázium prof. Jana Patočky;Jindřišská 966/36;Jindřišská;966;36;Nové Město;11000;Praha 1;Praha 1;224 239 061;224 239 061;info@gpjp.cz;;www.gpjp.cz;vpwiaj7;Mgr. Jana Drake;C00;ANO;
600004597; 63109662;7;CZ0101;1101;Malostranské gymnázium, Praha 1, Josefská 7;Malostranské gymnázium;Praha 1 – Malostranské gymnázium;Josefská 626/7;Josefská;626;7;Malá Strana;11800;Praha 1;Praha 1;257 289 441;257 289 460;info@malgym.cz;reditelstvi@malgym.cz;www.malgym.cz;nvuygkw;Mgr. Tomáš Ledvinka;C00;ANO;
691009619; 04235380;5;CZ010A;1110;Bankovní akademie - Gymnázium a Střední odborná škola, a.s.;Bankovní akademie - Gy a SOŠ, a.s.;Praha 10 – Bankovní akademie - Gy a SOŠ, a.s.;Kodaňská 54/10;Kodaňská;54;10;Vršovice;10100;Praha 10;Praha 10;210 088 848 ,849;není;info@bankovniakademie.cz;;http://www.bankovniakademie.cz;xir6inv;Bohuslava Šenkýřová;C00L13;ANO;
600006531; 25100289;5;CZ010A;1110;Gymnázium bratří Čapků a První české soukromé střední odborné učiliště s.r.o.;Gymn. bří Čapků a První české soukr. SOU;Praha 10 – Gymn. bří Čapků a První české soukr. SOU;Trhanovské náměstí 129/8;Trhanovské náměstí;129;8;Hostivař;10200;Praha 10;Praha 10;606 709 781;;skola@gbc-pcssou.cz;;www.gbc-pcssou.cz;vxg9bzp;Mgr. Alena Ondráková;C00;ANO;
600005160; 63672197;5;CZ010A;1110;Gymnázium ALTIS s.r.o.;Gymnázium ALTIS s.r.o.;Praha 10 – Gymnázium ALTIS s.r.o.;Dopplerova 351;Dopplerova;351;;Petrovice;10900;Praha 10;Praha 10;605 259 075 ,605259033;není;vedeni@altis.cz;;www.altis.cz;;PaedDr. Vladimíra Fišerová;C00;ANO;
600006646; 63109026;7;CZ010A;1110;Gymnázium, Praha 10, Omská 1300;Gymnázium;Praha 10 – Gymnázium Omská;Omská 1300/4;Omská;1300;4;Vršovice;10000;Praha 10;Praha 10;296 368 404;239 017 020;info@omska.cz;jaroslav.buchta@omska.cz;www.omska.cz;e5g3rmh;Mgr. Miloslav Nápravník;C00;ANO;
600171710; 61385379;7;CZ010A;1110;Gymnázium, Praha 10, Přípotoční 1337;Gymnázium;Praha 10 – Gymnázium Přípotoční;Přípotoční 1337/1a;Přípotoční;1337;1a;Vršovice;10100;Praha 10;Praha 10;267 199 415;271 725 007;info@gsgpraha.cz;vlcek@gsgpraha.cz;www.gsgpraha.cz;6svyfyt;Mgr. Roman Vlček;C00L11;ANO;
600006603; 61385361;7;CZ010A;1110;Gymnázium, Praha 10, Voděradská 2;Gymnázium;Praha 10 – Gymnázium Voděradská;Voděradská 900/2;Voděradská;900;2;Strašnice;10000;Praha 10;Praha 10;274 817 655;274 815 054;info@gymvod.cz;sekretariat@gymvod.cz;http://www.gymvod.cz;wkdx6ha;Mgr. Jitka Fišerová;C00L11;ANO;
600006476; 60162961;6;CZ010A;1110;Křesťanské gymnázium;Křesťanské gymnázium;Praha 10 – Křesťanské gymnázium;Kozinova 1000/1;Kozinova;1000;1;Hostivař;10200;Praha 10;Praha 10;271 750 632;271 750 632;reditel@krestanskegymnazium.cz;info@krestanskegymnazium.cz;www.krestanskegymnazium.cz;;Mgr. Ing. Božena Böhmová;C00G11G22;ANO;
651040370; 27441253;5;CZ0104;1104;Soukromé osmileté gymnázium DINO-HIGH SCHOOL s.r.o.;Soukr. osm. gymn. DINO-H. SCHOOL s.r.o.;Praha 10 – Soukr. osm. gymn. DINO-H. SCHOOL s.r.o.;Bellova 352;Bellova;352;;Petrovice;10900;Praha 10;Praha 10;"777 629 837 ;240200080";není;info@dinoskola.cz;;http://www.dinoskola.cz;xpm3f5z;Mgr. Ondřej Zaorálek;C00G22;ANO;
600004791; 44846738;6;CZ0102;1102;Arcibiskupské gymnázium;Arcibiskupské gymnázium;Praha 2 – Arcibiskupské gymnázium;Korunní 586/2;Korunní;586;2;Vinohrady;12000;Praha 2;Praha 2;226 211 200 ,224251877;226 211 226 ,224252224;gymnazium@arcig.cz;masek@arcig.cz;http://www.arcig.cz;;Ing. Mgr. Richard Mašek;C00G11G22;ANO;
600020797; 61388149;7;CZ0102;1102;Gymnázium, Střední odborná škola, Základní škola a Mateřská škola pro sluchově postižené, Praha 2, Ječná 27;Gymn., SOŠ, ZŠ a MŠ pro sluch. postižené;Praha 2 – Gymn., SOŠ, ZŠ a MŠ pro sluch. postižené;Ječná 530/27;Ječná;530;27;Nové Město;12000;Praha 2;Praha 2;224 942 153;není;skola.jecna27@upcmail.cz;eva.pribylova@seznam.cz;http://www.jecna27.cz;g46y8ey;PhDr. Bc. Olga Maierová;A00B00C00G21H21K20L11;ANO;
600004724; 61388106;7;CZ0102;1102;Gymnázium, Praha 2, Botičská 1;Gymnázium;Praha 2 – Gymnázium Botičská;Botičská 424/1;Botičská;424;1;Nové Město;12800;Praha 2;Praha 2;224 920 848;224 920 589;gybot@gybot.cz;ekonomka@gybot.cz;www.gybot.cz;txzyzkx;Mgr. Stanislav Luňák;C00;ANO;
600005178; 48109355;5;CZ0102;1102;Gymnázium Evolution, s.r.o.;Gymnázium Evolution, s.r.o.;Praha 2 – Gymnázium Evolution, s.r.o.;Sázavská 830/5;Sázavská;830;5;Vinohrady;12000;Praha 2;Praha 2;267 914 553;277 002 182;info@gevo.cz;reditelka@gevo.cz;http://www.gevo.cz;;PaedDr. Růžena Preissová;C00;ANO;
600027341; 70873160;7;CZ0102;1102;Jedličkův ústav a Mateřská škola a Základní škola a Střední škola;Jedličkův ústav a MŠ, ZŠ a Střední škola;Praha 2 – Jedličkův ústav a MŠ, ZŠ a Střední škola;V pevnosti 13/4;V pevnosti;13;4;Vyšehrad;12800;Praha 2;Praha 2;261 225 261 ,725857165;261 225 261;jus@jus.cz;p.hruby@jus.cz;http://www.jus.cz;;Mgr. Petr Hrubý;A00B00C00G22K20L13;ANO;
610380061; 69780111;6;CZ0102;1102;Lauderova mateřská škola, základní škola a gymnázium při Židovské obci v Praze;Lauderova MŠ,ZŠ a gymnázium při Žid.obci;Praha 2 – Lauderova MŠ,ZŠ a gymnázium při Žid.obci;Belgická 67/25;Belgická;67;25;Vinohrady;12000;Praha 2;Praha 2;272 047 971 ,777700857;není;petr.karas@lauder.cz;skola@lauder.cz;http://www.lauder.cz;;Mgr. Petr Karas;A00B00C00G21G22L11;ANO;
600001873; 70874204;7;CZ0103;1103;Gymnázium a Hudební škola hlavního města Prahy, základní umělecká škola;Gymnázium a Hudební škola hl.m.Prahy,ZUŠ;Praha 3 – Gymnázium a Hudební škola hl.m.Prahy,ZUŠ;Komenského náměstí 400/9;Komenského náměstí;400;9;Žižkov;13000;Praha 3;Praha 3;221 434 711;není;reditel@gmhs.cz;gm@gmhs.cz;www.gmhs.cz;3styjxw;MgA. Filip Magram;C00F10;ANO;
600004911; 61385131;7;CZ0103;1103;Gymnázium Karla Sladkovského, Praha 3, Sladkovského náměstí 8;Gymnázium Karla Sladkovského;Praha 3 – Gymnázium Karla Sladkovského;Sladkovského náměstí 900/8;Sladkovského náměstí;900;8;Žižkov;13000;Praha 3;Praha 3;222 721 118;222 715 571;info@gykas.cz;husek.tomas@gykas.cz;http://www.gykas.cz;cci28ad;Mgr. Tomáš Hušek;C00L11;ANO;
600004961; 60461675;7;CZ0103;1103;Gymnázium Na Pražačce, Praha 3, Nad Ohradou 23;Gymnázium Na Pražačce;Praha 3 – Gymnázium Na Pražačce;Nad Ohradou 2825/23;Nad Ohradou;2825;23;Žižkov;13000;Praha 3;Praha 3;797 973 100;;gymnazium@gymnazium-prazacka.cz;kaspar@gymnazium-prazacka.cz;http://www.gymnazium-prazacka.cz;skhctmk;Mgr. Martin Kašpar;C00;ANO;
600005305; 25147846;5;CZ0104;1111;EDUCAnet - gymnázium, střední odborná škola a základní škola Praha, s.r.o.;EDUCAnet-gymn., SOŠ a ZŠ Praha, s.r.o.;Praha 4 – EDUCAnet-gymn., SOŠ a ZŠ Praha, s.r.o.;Roztylská 1860/1;Roztylská;1860;1;Chodov;14800;Praha 4;Praha 4;774 073 339;není;veronika.bartosova@educanet.cz;jakub.pour@educanet.cz;http://www.praha.educanet.cz;;Mgr. Jakub Pour, MBA;B00C00F29G21G22L13;ANO;
600005348; 00335479;7;CZ0104;1104;Gymnázium, Praha 4, Budějovická 680;Gymnázium;Praha 4 – Gymnázium Budějovická;Budějovická 680/17;Budějovická;680;17;Michle;14000;Praha 4;Praha 4;261 260 094;261 260 253;"info@gybu.cz; zdenka.bednarova@gybu.cz";kancelar@gybu.cz;http://www.gybu.cz;8nfx7gt;PaedDr. Zdeňka Bednářová;C00L11;ANO;
600005054; 00335533;7;CZ0104;1104;Gymnázium Elišky Krásnohorské, Praha 4 - Michle, Ohradní 55;Gymnázium Elišky Krásnohorské;Praha 4 – Gymnázium Elišky Krásnohorské;Ohradní 111/55;Ohradní;111;55;Michle;14000;Praha 4;Praha 4;241 080 291;241 080 293;skola@gekom.cz;;www.gekom.cz;47etstt;Mgr. Karel Bednář;C00L11;ANO;
691000468; 75151073;7;CZ0104;1104;Gymnázium Milady Horákové;Gymnázium Milady Horákové;Praha 4 – Gymnázium Milady Horákové;Na planině 1393/13;Na planině;1393;13;Krč;14000;Praha 4;Praha 4;241 444 144;není;skola@gymh.cz;;www.gymh.cz;kyfkkh2;Mgr. Filip Novák;C00;ANO;
600005143; 00335487;7;CZ0104;1104;Gymnázium, Praha 4, Na Vítězné pláni 1160;Gymnázium;Praha 4 – Gymnázium Na Vítězné pláni;Na Vítězné pláni 1160/1;Na Vítězné pláni;1160;1;Nusle;14000;Praha 4;Praha 4;261 109 611 ,605282446;261 109 638;"mail@gvp.cz; reditel@gvp.cz";"horyna@gvp.cz; imramop@gvp.cz";http://www.gvp.cz;sicx7xm;PhDr. Jaroslav Mervínský;C00L11;ANO;
600005208; 49366629;7;CZ0104;1111;Gymnázium Opatov, Praha 4, Konstantinova 1500;Gymnázium Opatov;Praha 4 – Gymnázium Opatov;Konstantinova 1500/50;Konstantinova;1500;50;Chodov;14900;Praha 4;Praha 4;272 941 932 ,778448162;272 941 716;perina@gymnazium-opatov.cz;hovorkova@gymnazium-opatov.cz;http://www.gymnazium-opatov.cz;fpd3ix2;RNDr. Jan Peřina;C00L11;ANO;
600005046; 60444916;7;CZ0104;1112;Gymnázium, Praha 4, Písnická 760;Gymnázium;Praha 4 – Gymnázium Písnická;Písnická 760/11;Písnická;760;11;Kamýk;14200;Praha 4;Praha 4;241 712 754;241 719 319;info@gpisnicka.cz;zr@gpisnicka.cz;www.gpisnicka.cz;h9zyedn;RNDr. Josef Herout;C00;ANO;
600005089; 60459085;7;CZ0104;1104;Gymnázium, Praha 4, Postupická 3150;Gymnázium;Praha 4 – Gymnázium Postupická;Postupická 3150/4;Postupická;3150;4;Záběhlice;14100;Praha 4;Praha 4;246 007 400;272 761 828;postupicka@postupicka.cz;tomek@postupicka.cz;http://www.postupicka.cz;kqei8dc;Mgr. Josef Tomek;C00;ANO;
600005267; 61054682;5;CZ0104;1112;Klasické gymnázium Modřany a základní škola, s.r.o.;Klasické gymnázium Modřany a ZŠ;Praha 4 – Klasické gymnázium Modřany a ZŠ;Rakovského 3136/1;Rakovského;3136;1;Modřany;14300;Praha 4;Praha 4;244 402 581;244 402 425;rouskova@kgm.cz;sramek@kgm.cz;http://www.kgm.cz;;Mgr. Lenka Rousková;B00C00G21L13;ANO;
691003050; 71341340;6;CZ0104;1104;Mateřská škola, základní škola a gymnázium sv. Augustina;MŠ, ZŠ a gymnázium sv. Augustina;Praha 4 – MŠ, ZŠ a gymnázium sv. Augustina;Hornokrčská 709/3;Hornokrčská;709;3;Krč;14000;Praha 4;Praha 4;602 684 538;není;skola@skolasvatehoaugustina.cz;juan@augustiniani.cz;http://www.skolasvatehoaugustina.cz;;Mgr. P. Juan Provecho Lopéz, OSA;A00B00C00G21L13;ANO;
600006549; 25088246;5;CZ010A;1110;Pražské humanitní gymnázium, školská právnická osoba;Pražské humanitní gymnázium;Praha 4 – Pražské humanitní gymnázium;Svatoslavova 333/4;Svatoslavova;333;4;Nusle;14000;Praha 4;Praha 4;703 141 131;není;info@phgymnazium.cz;;http://www.phgymnazium.cz;;Mgr. Rostislav Konopa;C00;ANO;
600005551; 26155281;5;CZ0104;1104;Rakouské gymnázium v Praze o.p.s.;Rakouské gymnázium v Praze o.p.s.;Praha 4 – Rakouské gymnázium v Praze o.p.s.;Na Cikorce 2166/2b;Na Cikorce;2166;2b;Modřany;14300;Praha 4;Praha 4;226 806 301;226 806 311;direktion@oegp.cz;info@oegp.cz;http://www.oegp.cz;;Mag. Isabella Haleš;C00;ANO;
600171418; 61386901;7;CZ0105;1105;Gymnázium pro zrakově postižené a Střední odborná škola pro zrakově postižené, Praha 5, Radlická 115;Gymnázium a SOŠ pro zrakově postižené;Praha 5 – Gymnázium a SOŠ pro zrakově postižené;Radlická 591/115;Radlická;591;115;Jinonice;15800;Praha 5;Praha 5;"235 521 214 ;235521216";není;goa@goapraha.cz;reditel@goapraha.cz;http://www.goapraha.cz;;Mgr. Klára Eliášková;C00H21;ANO;
600005518; 61385701;7;CZ0105;1105;Gymnázium Christiana Dopplera;Gymnázium Christiana Dopplera;Praha 5 – Gymnázium Christiana Dopplera;Zborovská 621/45;Zborovská;621;45;Malá Strana;15000;Praha 5;Praha 5;257 320 816;251 511 908;pauchova@gchd.cz;office@gchd.cz;www.gchd.cz;mcwz7pz;Mgr. Renata Pauchová;C00;ANO;
600005534; 60446234;7;CZ0105;1113;Gymnázium Jaroslava Heyrovského, Praha 5, Mezi Školami 2475;Gymnázium Jaroslava Heyrovského;Praha 5 – Gymnázium Jaroslava Heyrovského;Mezi Školami 2475/29;Mezi Školami;2475;29;Stodůlky;15800;Praha 5;Praha 5;251 050 211;235 512 150;reditel@gymjh.cz;jidelna@gymjh.cz;www.gymjh.cz;hajydu5;RNDr. Vilém Bauer;C00L11M20M79;ANO;
691000212; 28197682;5;CZ0105;1113;Gymnázium mezinárodních a veřejných vztahů Praha s.r.o.;Gymnázium mez.a veř. vztahů Praha s.r.o;Praha 5 – Gymnázium mez.a veř. vztahů Praha s.r.o;Kuncova 1580/1;Kuncova;1580;1;Stodůlky;15500;Praha 5;Praha 5;251 550 846;251 550 846;info@gymnaziumstodulky.cz;renata.zajickova@gymnaziumstodulky.cz;http://www.gymnaziumstodulky.cz;;Mgr. Hana Třebická;C00L11;ANO;
600005496; 61385271;7;CZ0105;1105;Gymnázium, Praha 5, Na Zatlance 11;Gymnázium;Praha 5 – Gymnázium Na Zatlance;Na Zatlance 1330/11;Na Zatlance;1330;11;Smíchov;15000;Praha 5;Praha 5;226 802 622;není;reditelka@zatlanka.cz;radek.bily@zatlanka.cz;www.zatlanka.cz/;hdpzb4b;Mgr. Jitka Kmentová;C00;ANO;
600005623; 61385298;7;CZ0105;1105;Gymnázium, Praha 5, Nad Kavalírkou 1;Gymnázium;Praha 5 – Gymnázium Nad Kavalírkou;Nad Kavalírkou 100/1;Nad Kavalírkou;100;1;Košíře;15000;Praha 5;Praha 5;257 210 925;257 212 086;Matejka.Jiri@kavalirka.cz;hlinakova.jarmila@kavalirka.cz;www.kavalirka.cz;644ydmr;Mgr. Jiří Matějka;C00L11;ANO;
